Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Bearing,missing,70.0,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,D,Machine 10 - Grinding,15.0,0.0,512.0,2012-02-12 06:37:00,397.0,2.0,6.0,6.0,2504.0,3649.0,6.0,35.0
Ballnut,missing,250.0,Case28,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,18.0,0.0,386.0,2012-02-12 06:37:00,397.0,2.0,6.0,6.0,386.0,14818.0,13.0,35.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4132,D,Machine 9 - Turning & Milling,9.0,0.0,507.0,2012-02-12 06:37:00,397.0,2.0,6.0,6.0,2504.0,45877.0,14.0,35.0
Cable Head,missing,155.0,Case63,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,41.0,0.0,1050.0,2012-02-12 06:38:00,398.0,2.0,6.0,6.0,698.0,5766.0,6.0,35.0
Slip Ring Adapter,missing,80.0,Case195,regular,Round Grinding - Machine 2,ID4528,D,Machine 2 - Round Grinding,36.0,0.0,529.0,2012-02-12 06:53:00,413.0,2.0,6.0,6.0,2529.0,16788.0,10.0,35.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,0.0,0.0,15.0,2012-02-12 07:06:00,426.0,2.0,6.0,7.0,29.0,45906.0,15.0,35.0
Bearing,missing,70.0,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4641,D,Machine 10 - Grinding,1.0,0.0,29.0,2012-02-12 07:27:00,447.0,2.0,6.0,7.0,50.0,3699.0,7.0,35.0
Cable Head,missing,185.0,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,48.0,0.0,60.0,2012-02-12 08:00:00,480.0,2.0,6.0,8.0,420.0,54248.0,47.0,35.0
Ballnut,missing,250.0,Case28,deviant,Turning & Milling - Machine 6,ID4167,D,Machine 6 - Turning & Milling,4.0,0.0,51.0,2012-02-12 08:00:00,480.0,2.0,6.0,8.0,83.0,14901.0,14.0,35.0
Ballnut,missing,250.0,Case28,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,179.0,2012-02-12 09:49:00,589.0,2.0,6.0,9.0,109.0,15010.0,15.0,35.0
Cable Head,missing,155.0,Case63,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,15.0,0.0,684.0,2012-02-12 10:00:00,600.0,2.0,6.0,10.0,202.0,5968.0,7.0,35.0
Bearing,missing,73.0,Case6,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,72.0,0.0,47.0,2012-02-12 10:26:00,626.0,2.0,6.0,10.0,2950.0,8876.0,14.0,35.0
Cable Head,missing,155.0,Case63,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,55.0,0.0,218.0,2012-02-12 10:45:00,645.0,2.0,6.0,10.0,45.0,6013.0,8.0,34.0
Spur Gear,missing,12.0,Case72,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,1.0,0.0,1.0,2012-02-12 10:47:00,647.0,2.0,6.0,10.0,572.0,8245.0,5.0,34.0
Cable Head,missing,185.0,Case225,deviant,Grinding Rework - Machine 27,ID4872,D,Machine 27 - Grinding,0.0,0.0,169.0,2012-02-12 13:42:00,822.0,2.0,6.0,13.0,342.0,54590.0,48.0,34.0
Spur Gear,missing,12.0,Case72,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,12.0,0.0,206.0,2012-02-12 14:13:00,853.0,2.0,6.0,14.0,206.0,8451.0,6.0,34.0
Ballnut,missing,36.0,Case37,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,36.0,0.0,200.0,2012-02-12 15:26:00,926.0,2.0,6.0,15.0,626.0,18787.0,12.0,34.0
Spur Gear,missing,12.0,Case72,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,11.0,0.0,75.0,2012-02-12 15:27:00,927.0,2.0,6.0,15.0,74.0,8525.0,7.0,34.0
Slip Ring Adapter,missing,80.0,Case195,regular,Round Grinding - Machine 2,ID4445,D,Machine 2 - Round Grinding,35.0,0.0,473.0,2012-02-12 15:51:00,951.0,2.0,6.0,15.0,538.0,17326.0,11.0,34.0
Bearing,missing,70.0,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID3846,D,Machine 10 - Grinding,13.0,0.0,415.0,2012-02-12 15:59:00,959.0,2.0,6.0,15.0,512.0,4211.0,8.0,34.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,7.0,0.0,419.0,2012-02-12 15:59:00,959.0,2.0,6.0,15.0,533.0,46439.0,16.0,34.0
Slip Ring Adapter,missing,80.0,Case195,regular,Round Grinding - Q.C.,ID4287,D,Quality Check 1,80.0,0.0,88.0,2012-02-12 17:40:00,1060.0,2.0,6.0,17.0,109.0,17435.0,12.0,34.0
other,missing,720.0,Case87,deviant,Turning & Milling - Machine 4,ID4167,S,Machine 4 - Turning & Milling,0.0,0.0,428.0,2012-02-12 17:55:00,1075.0,2.0,6.0,17.0,0.0,0.0,1.0,35.0
Piston,Y,200.0,Case192,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0.0,0.0,21.0,2012-02-12 18:03:00,1083.0,2.0,6.0,18.0,124.0,46563.0,17.0,35.0
Ballnut,missing,36.0,Case37,deviant,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0.0,0.0,150.0,2012-02-12 22:30:00,1350.0,2.0,6.0,22.0,424.0,19211.0,13.0,35.0
Bearing,missing,70.0,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,D,Machine 10 - Grinding,9.0,0.0,398.0,2012-02-12 22:44:00,1364.0,2.0,6.0,22.0,405.0,4616.0,9.0,35.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4132,D,Machine 9 - Turning & Milling,8.0,0.0,437.0,2012-02-12 23:24:00,1404.0,2.0,6.0,23.0,321.0,46884.0,18.0,35.0
Ballnut,missing,36.0,Case37,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,4.0,0.0,60.0,2012-02-12 23:30:00,1410.0,2.0,6.0,23.0,60.0,19271.0,14.0,35.0
Cable Head,missing,185.0,Case225,deviant,Packing,ID4820,D,Packing,14.0,0.0,60.0,2012-02-13 01:00:00,60.0,2.0,0.0,1.0,678.0,55268.0,49.0,35.0
Spur Gear,missing,20.0,Case41,regular,Packing,ID4820,D,Packing,20.0,0.0,60.0,2012-02-13 01:00:00,60.0,2.0,0.0,1.0,6463.0,26745.0,12.0,35.0
other,missing,720.0,Case87,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,1.0,0.0,311.0,2012-02-13 01:06:00,66.0,2.0,0.0,1.0,431.0,431.0,2.0,35.0
other,missing,16.0,Case190,regular,Final Inspection Q.C.,ID4493,D,Quality Check 1,0.0,0.0,75.0,2012-02-13 01:15:00,75.0,2.0,0.0,1.0,20853.0,48975.0,4.0,35.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4794,D,Machine 9 - Turning & Milling,8.0,0.0,413.0,2012-02-13 06:41:00,401.0,2.0,0.0,6.0,437.0,47321.0,19.0,35.0
Ballnut,missing,4.0,Case92,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,0.0,0.0,131.0,2012-02-13 06:43:00,403.0,2.0,0.0,6.0,0.0,0.0,1.0,36.0
other,missing,720.0,Case87,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,13.0,0.0,345.0,2012-02-13 06:52:00,412.0,2.0,0.0,6.0,346.0,777.0,3.0,35.0
Plug,missing,13.0,Case25,deviant,Round Grinding - Q.C.,ID4163,D,Quality Check 1,0.0,0.0,40.0,2012-02-13 08:40:00,520.0,2.0,0.0,8.0,16970.0,35774.0,19.0,35.0
Ballnut,missing,36.0,Case37,deviant,Round Grinding - Machine 3,ID4355,D,Machine 3 - Round Grinding,8.0,0.0,128.0,2012-02-13 09:08:00,548.0,2.0,0.0,9.0,578.0,19849.0,15.0,34.0
Piston,Y,200.0,Case192,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,60.0,0.0,139.0,2012-02-13 09:49:00,589.0,2.0,0.0,9.0,188.0,47509.0,20.0,34.0
Piston,Y,200.0,Case192,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,6.0,0.0,22.0,2012-02-13 10:02:00,602.0,2.0,0.0,10.0,13.0,47522.0,21.0,34.0
Plug,missing,13.0,Case25,deviant,Round Grinding - Q.C.,ID4163,D,Quality Check 1,0.0,0.0,90.0,2012-02-13 10:30:00,630.0,2.0,0.0,10.0,110.0,35884.0,20.0,34.0
Cable Head,missing,185.0,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,14.0,0.0,50.0,2012-02-13 12:00:00,720.0,2.0,0.0,12.0,660.0,55928.0,50.0,34.0
Spur Gear,missing,20.0,Case41,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,20.0,0.0,263.0,2012-02-13 14:18:00,858.0,2.0,0.0,14.0,798.0,27543.0,13.0,33.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID3846,S,Machine 9 - Turning & Milling,1.0,0.0,438.0,2012-02-13 14:34:00,874.0,2.0,0.0,14.0,272.0,47794.0,22.0,33.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,1.0,0.0,463.0,2012-02-13 15:22:00,922.0,2.0,0.0,15.0,0.0,0.0,1.0,34.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID3846,S,Machine 9 - Turning & Milling,0.0,0.0,81.0,2012-02-13 15:58:00,958.0,2.0,0.0,15.0,84.0,47878.0,23.0,34.0
Piston,Y,200.0,Case192,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,1.0,0.0,62.0,2012-02-13 16:02:00,962.0,2.0,0.0,16.0,4.0,47882.0,24.0,34.0
Bearing,missing,73.0,Case6,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,72.0,0.0,1.0,2012-02-13 16:41:00,1001.0,2.0,0.0,16.0,1815.0,10691.0,15.0,34.0
Spur Gear,missing,69.0,Case12,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0.0,0.0,120.0,2012-02-13 17:50:00,1070.0,2.0,0.0,17.0,8712.0,26570.0,23.0,34.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4132,S,Machine 9 - Turning & Milling,1.0,0.0,99.0,2012-02-13 17:58:00,1078.0,2.0,0.0,17.0,116.0,47998.0,25.0,34.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4132,D,Machine 9 - Turning & Milling,6.0,0.0,322.0,2012-02-13 23:23:00,1403.0,2.0,0.0,23.0,325.0,48323.0,26.0,34.0
Ballnut,missing,4.0,Case92,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,1.0,0.0,188.0,2012-02-13 23:40:00,1420.0,2.0,0.0,23.0,1017.0,1017.0,2.0,34.0
Ballnut,missing,4.0,Case92,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,3.0,0.0,65.0,2012-02-14 00:46:00,46.0,2.0,1.0,0.0,66.0,1083.0,3.0,33.0
Bearing,missing,60.0,Case261,regular,Packing,ID4820,D,Packing,60.0,0.0,60.0,2012-02-14 01:00:00,60.0,2.0,1.0,1.0,7862.0,10015.0,9.0,32.0
Spur Gear,missing,36.0,Case40,regular,Packing,ID4820,D,Packing,36.0,0.0,60.0,2012-02-14 01:00:00,60.0,2.0,1.0,1.0,8079.0,20239.0,10.0,32.0
Bearing,missing,73.0,Case6,deviant,Packing,ID4820,D,Packing,55.0,0.0,60.0,2012-02-14 01:00:00,60.0,2.0,1.0,1.0,0.0,11190.0,16.0,32.0
Bearing,missing,73.0,Case6,deviant,Packing,ID4820,D,Packing,17.0,0.0,60.0,2012-02-14 01:00:00,60.0,2.0,1.0,1.0,499.0,11190.0,17.0,32.0
Spur Gear,missing,12.0,Case72,regular,Packing,ID4820,D,Packing,3.0,0.0,60.0,2012-02-14 01:00:00,60.0,2.0,1.0,1.0,0.0,10538.0,8.0,32.0
Spur Gear,missing,12.0,Case72,regular,Packing,ID4820,D,Packing,9.0,0.0,60.0,2012-02-14 01:00:00,60.0,2.0,1.0,1.0,2013.0,10538.0,9.0,32.0
Cable Head,missing,5.0,Case245,deviant,Lapping - Machine 1,ID4528,D,Machine 1 - Lapping,5.0,0.0,104.0,2012-02-14 06:38:00,398.0,2.0,1.0,6.0,3203.0,36841.0,11.0,32.0
Cable Head,missing,5.0,Case245,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,0.0,0.0,340.0,2012-02-14 06:40:00,400.0,2.0,1.0,6.0,2.0,36843.0,12.0,33.0
Ballnut,missing,168.0,Case209,regular,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,0.0,0.0,353.0,2012-02-14 06:40:00,400.0,2.0,1.0,6.0,0.0,0.0,1.0,33.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4932,D,Machine 9 - Turning & Milling,6.0,0.0,420.0,2012-02-14 06:46:00,406.0,2.0,1.0,6.0,443.0,48766.0,27.0,33.0
Ballnut,missing,250.0,Case28,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,20.0,2012-02-14 07:22:00,442.0,2.0,1.0,7.0,2733.0,17743.0,16.0,32.0
Bearing,missing,60.0,Case261,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,60.0,0.0,1.0,2012-02-14 08:11:00,491.0,2.0,1.0,8.0,431.0,10446.0,10.0,31.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0.0,0.0,73.0,2012-02-14 10:13:00,613.0,2.0,1.0,10.0,1131.0,1131.0,2.0,31.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,1.0,0.0,188.0,2012-02-14 11:01:00,661.0,2.0,1.0,11.0,48.0,1179.0,3.0,31.0
other,missing,16.0,Case190,regular,Turning & Milling Q.C.,ID4493,D,Quality Check 1,0.0,0.0,112.0,2012-02-14 11:10:00,670.0,2.0,1.0,11.0,2035.0,51010.0,5.0,30.0
Ballnut,missing,168.0,Case209,regular,Turning & Milling - Machine 6,ID0997,S,Machine 6 - Turning & Milling,0.0,0.0,217.0,2012-02-14 11:41:00,701.0,2.0,1.0,11.0,301.0,301.0,2.0,30.0
Spur Gear,missing,36.0,Case40,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,36.0,0.0,1.0,2012-02-14 11:53:00,713.0,2.0,1.0,11.0,653.0,20892.0,11.0,29.0
Ballnut,missing,30.0,Case223,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0.0,0.0,117.0,2012-02-14 12:12:00,732.0,2.0,1.0,12.0,9843.0,31552.0,21.0,29.0
Spur Gear,missing,69.0,Case12,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0.0,0.0,103.0,2012-02-14 12:39:00,759.0,2.0,1.0,12.0,1129.0,27699.0,24.0,28.0
Spur Gear,missing,12.0,Case72,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,12.0,0.0,1.0,2012-02-14 12:39:00,759.0,2.0,1.0,12.0,699.0,11237.0,10.0,28.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,6.0,0.0,389.0,2012-02-14 13:31:00,811.0,2.0,1.0,13.0,405.0,49171.0,28.0,28.0
Piston,Y,200.0,Case192,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,20.0,0.0,171.0,2012-02-14 13:35:00,815.0,2.0,1.0,13.0,4.0,49175.0,29.0,28.0
Cable Head,missing,10.0,Case3,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,10.0,0.0,58.0,2012-02-14 13:40:00,820.0,2.0,1.0,13.0,21912.0,22781.0,6.0,28.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,8.0,0.0,188.0,2012-02-14 14:10:00,850.0,2.0,1.0,14.0,0.0,1368.0,4.0,28.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,10.0,0.0,50.0,2012-02-14 14:10:00,850.0,2.0,1.0,14.0,189.0,1368.0,5.0,28.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,1.0,0.0,75.0,2012-02-14 14:47:00,887.0,2.0,1.0,14.0,72.0,49247.0,30.0,28.0
Cable Head,missing,5.0,Case251,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,5.0,0.0,20.0,2012-02-14 15:27:00,927.0,2.0,1.0,15.0,50357.0,53232.0,7.0,28.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,0.0,0.0,103.0,2012-02-14 15:53:00,953.0,2.0,1.0,15.0,103.0,1471.0,6.0,28.0
Cable Head,missing,10.0,Case3,regular,Round Grinding - Machine 3,ID4445,S,Machine 3 - Round Grinding,0.0,0.0,41.0,2012-02-14 16:08:00,968.0,2.0,1.0,16.0,148.0,22929.0,7.0,28.0
Spur Gear,missing,20.0,Case9,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,20.0,0.0,125.0,2012-02-14 17:18:00,1038.0,2.0,1.0,17.0,19080.0,21679.0,6.0,28.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,4.0,0.0,228.0,2012-02-14 17:21:00,1041.0,2.0,1.0,17.0,154.0,49401.0,31.0,28.0
Cable Head,missing,10.0,Case3,regular,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0.0,0.0,90.0,2012-02-14 17:30:00,1050.0,2.0,1.0,17.0,82.0,23011.0,8.0,28.0
Ballnut,missing,168.0,Case209,regular,Turning & Milling - Machine 6,ID0997,D,Machine 6 - Turning & Milling,53.0,0.0,364.0,2012-02-14 17:45:00,1065.0,2.0,1.0,17.0,364.0,665.0,3.0,28.0
Ballnut,missing,168.0,Case209,regular,Turning & Milling - Machine 6,ID4429,B,Machine 6 - Turning & Milling,0.0,0.0,53.0,2012-02-14 19:53:00,1193.0,2.0,1.0,19.0,128.0,793.0,4.0,28.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4132,D,Machine 9 - Turning & Milling,2.0,0.0,117.0,2012-02-14 19:58:00,1198.0,2.0,1.0,19.0,157.0,49558.0,32.0,28.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,2.0,0.0,300.0,2012-02-14 21:23:00,1283.0,2.0,1.0,21.0,330.0,1801.0,7.0,28.0
Cable Head,missing,10.0,Case3,regular,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,0.0,0.0,229.0,2012-02-14 21:34:00,1294.0,2.0,1.0,21.0,244.0,23255.0,9.0,28.0
Cable Head,missing,10.0,Case3,regular,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0.0,0.0,84.0,2012-02-14 22:58:00,1378.0,2.0,1.0,22.0,84.0,23339.0,10.0,28.0
Cable Head,missing,51.0,Case29,deviant,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,0.0,0.0,127.0,2012-02-14 23:31:00,1411.0,2.0,1.0,23.0,0.0,0.0,1.0,29.0
Cable Head,missing,10.0,Case3,regular,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,2.0,0.0,48.0,2012-02-14 23:46:00,1426.0,2.0,1.0,23.0,48.0,23387.0,11.0,29.0
Slip Ring Adapter,missing,80.0,Case195,regular,Packing,ID4820,D,Packing,80.0,0.0,60.0,2012-02-15 01:00:00,60.0,2.0,2.0,1.0,3320.0,20755.0,13.0,29.0
Cable Head,missing,5.0,Case245,deviant,Round Grinding - Manual,ID4528,S,Machine 27 - Grinding,0.0,0.0,120.0,2012-02-15 01:00:00,60.0,2.0,2.0,1.0,1100.0,37943.0,13.0,29.0
Cable Head,missing,10.0,Case3,regular,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,8.0,0.0,354.0,2012-02-15 05:41:00,341.0,2.0,2.0,5.0,355.0,23742.0,12.0,29.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4932,D,Machine 9 - Turning & Milling,12.0,0.0,641.0,2012-02-15 06:40:00,400.0,2.0,2.0,6.0,642.0,50200.0,33.0,29.0
Ballnut,missing,168.0,Case209,regular,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,80.0,0.0,640.0,2012-02-15 06:46:00,406.0,2.0,2.0,6.0,653.0,1446.0,5.0,29.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,0.0,0.0,23.0,2012-02-15 08:12:00,492.0,2.0,2.0,8.0,649.0,2450.0,8.0,29.0
Ballnut,missing,168.0,Case209,regular,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,35.0,0.0,264.0,2012-02-15 11:42:00,702.0,2.0,2.0,11.0,296.0,1742.0,6.0,29.0
Tube,missing,12.0,Case93,deviant,Turning - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0.0,0.0,297.0,2012-02-15 12:18:00,738.0,2.0,2.0,12.0,0.0,0.0,1.0,30.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0.0,0.0,94.0,2012-02-15 12:50:00,770.0,2.0,2.0,12.0,278.0,2728.0,9.0,30.0
Slip Ring Adapter,missing,80.0,Case195,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,80.0,0.0,45.0,2012-02-15 14:05:00,845.0,2.0,2.0,14.0,785.0,21540.0,14.0,29.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,8.0,0.0,495.0,2012-02-15 15:09:00,909.0,2.0,2.0,15.0,509.0,50709.0,34.0,29.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,8.0,0.0,336.0,2012-02-15 15:23:00,923.0,2.0,2.0,15.0,153.0,2881.0,10.0,29.0
Tube,missing,12.0,Case93,deviant,Turning - Machine 8,ID0997,D,Machine 8 - Turning & Milling,6.0,0.0,228.0,2012-02-15 15:56:00,956.0,2.0,2.0,15.0,218.0,218.0,2.0,29.0
Piston,Y,200.0,Case192,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,20.0,0.0,62.0,2012-02-15 16:00:00,960.0,2.0,2.0,16.0,51.0,50760.0,35.0,29.0
Tube,missing,12.0,Case93,deviant,Turning - Machine 8,ID4219,D,Machine 8 - Turning & Milling,6.0,0.0,152.0,2012-02-15 19:17:00,1157.0,2.0,2.0,19.0,201.0,419.0,3.0,29.0
Tube,missing,12.0,Case93,deviant,Turning - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1.0,0.0,72.0,2012-02-15 20:30:00,1230.0,2.0,2.0,20.0,73.0,492.0,4.0,29.0
Tube,missing,12.0,Case93,deviant,Turning - Machine 8,ID4219,D,Machine 8 - Turning & Milling,11.0,0.0,165.0,2012-02-15 23:15:00,1395.0,2.0,2.0,23.0,165.0,657.0,5.0,29.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4132,D,Machine 9 - Turning & Milling,8.0,0.0,433.0,2012-02-15 23:29:00,1409.0,2.0,2.0,23.0,449.0,51209.0,36.0,29.0
Ballnut,missing,26.0,Case43,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0.0,0.0,69.0,2012-02-16 00:29:00,29.0,2.0,3.0,0.0,0.0,0.0,1.0,30.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4932,D,Machine 9 - Turning & Milling,7.0,0.0,431.0,2012-02-16 06:44:00,404.0,2.0,3.0,6.0,435.0,51644.0,37.0,30.0
Cable Head,missing,5.0,Case245,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,0.0,0.0,635.0,2012-02-16 06:54:00,414.0,2.0,3.0,6.0,1794.0,39737.0,14.0,30.0
Tube,missing,12.0,Case93,deviant,Turning Q.C.,ID4163,D,Quality Check 1,12.0,0.0,15.0,2012-02-16 07:15:00,435.0,2.0,3.0,7.0,480.0,1137.0,6.0,30.0
Spur Gear,missing,20.0,Case9,regular,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0.0,0.0,71.0,2012-02-16 08:09:00,489.0,2.0,3.0,8.0,2331.0,24010.0,7.0,30.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID3846,B,Machine 9 - Turning & Milling,0.0,0.0,115.0,2012-02-16 09:05:00,545.0,2.0,3.0,9.0,141.0,51785.0,38.0,30.0
Tube,missing,12.0,Case93,deviant,other,other,D,other,12.0,0.0,120.0,2012-02-16 09:15:00,555.0,2.0,3.0,9.0,120.0,1257.0,7.0,30.0
Spur Gear,missing,10.0,Case39,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,10.0,0.0,89.0,2012-02-16 10:29:00,629.0,2.0,3.0,10.0,1146.0,4027.0,11.0,30.0
Spur Gear,missing,20.0,Case9,regular,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,20.0,0.0,182.0,2012-02-16 11:11:00,671.0,2.0,3.0,11.0,182.0,24192.0,8.0,30.0
Cable Head,missing,10.0,Case3,regular,Final Inspection Q.C.,ID4493,D,Quality Check 1,0.0,0.0,180.0,2012-02-16 11:22:00,682.0,2.0,3.0,11.0,1781.0,25523.0,13.0,30.0
Spur Gear,missing,10.0,Case39,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,10.0,0.0,22.0,2012-02-16 11:26:00,686.0,2.0,3.0,11.0,57.0,4084.0,12.0,30.0
Spur Gear,missing,20.0,Case9,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,20.0,0.0,1.0,2012-02-16 11:30:00,690.0,2.0,3.0,11.0,19.0,24211.0,9.0,30.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,2.0,0.0,160.0,2012-02-16 11:46:00,706.0,2.0,3.0,11.0,0.0,51946.0,39.0,30.0
Piston,Y,200.0,Case192,regular,Turning & Milling - Machine 9,ID4287,D,Machine 9 - Turning & Milling,0.0,0.0,75.0,2012-02-16 11:46:00,706.0,2.0,3.0,11.0,161.0,51946.0,40.0,30.0
Ballnut,missing,10.0,Case75,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,10.0,0.0,1.0,2012-02-16 11:52:00,712.0,2.0,3.0,11.0,15782.0,20252.0,8.0,30.0
Cable Head,missing,10.0,Case3,regular,Final Inspection Q.C.,ID4493,D,Quality Check 1,10.0,0.0,60.0,2012-02-16 12:15:00,735.0,2.0,3.0,12.0,53.0,25576.0,14.0,30.0
